injected_el measured_el potential
1 1 -1.35884
1 2 -0.51485
1 3 0.0181981
2 1 0.090425
2 2 -154.68
2 3 -0.0127161
3 1 0.0192399
3 2 -2.09654
3 3 -12.8331
