injected_el measured_el potential
1 1 1.30471
1 2 1.30471
1 3 1.30471
1 4 1.30471
1 5 1.30471
1 6 1.1171
1 7 1.09748
1 8 1.08374
1 9 1.07721
1 10 1.14612
1 11 1.14612
1 12 1.14612
1 13 1.14612
1 14 1.14612
1 15 1.10114
1 16 1.09442
1 17 1.08427
1 18 1.07674
1 19 1.11742
1 20 1.11742
1 21 1.11742
1 22 1.11742
1 23 1.11742
1 24 1.09723
1 25 1.09252
1 26 1.08227
1 27 1.07477
1 28 1.1002
1 29 1.1002
1 30 1.1002
1 31 1.1002
1 32 1.1002
1 33 1.08854
1 34 1.08234
1 35 1.07505
1 36 1.07106
1 37 1.14776
1 38 1.14776
1 39 1.14776
1 40 1.14776
1 41 1.14776
1 42 1.10757
1 43 1.09337
1 44 1.08192
1 45 1.07638
1 46 1.12894
1 47 1.12894
1 48 1.12894
1 49 1.12894
1 50 1.12894
1 51 1.09983
1 52 1.09075
1 53 1.08124
1 54 1.07544
1 55 1.11119
1 56 1.11119
1 57 1.11119
1 58 1.11119
1 59 1.11119
1 60 1.09386
1 61 1.08762
1 62 1.07865
1 63 1.0734
1 64 1.09726
1 65 1.09726
1 66 1.09726
1 67 1.09726
1 68 1.09726
1 69 1.08555
1 70 1.07976
1 71 1.07362
1 72 1.07035
1 73 1.11941
1 74 1.11941
1 75 1.11941
1 76 1.11941
1 77 1.11941
1 78 1.09695
1 79 1.08706
1 80 1.07836
1 81 1.07407
1 82 1.11165
1 83 1.11165
1 84 1.11165
1 85 1.11165
1 86 1.11165
1 87 1.09292
1 88 1.08479
1 89 1.077
1 90 1.07294
1 91 1.10143
1 92 1.10143
1 93 1.10143
1 94 1.10143
1 95 1.10143
1 96 1.08752
1 97 1.08117
1 98 1.07454
1 99 1.07105
1 100 1.09148
1 101 1.09148
1 102 1.09148
1 103 1.09148
1 104 1.09148
1 105 1.08121
1 106 1.07609
1 107 1.07106
1 108 1.06846
1 109 1.10177
1 110 1.10177
1 111 1.10177
1 112 1.10177
1 113 1.10177
1 114 1.0873
1 115 1.08036
1 116 1.074
1 117 1.07082
1 118 1.09755
1 119 1.09755
1 120 1.09755
1 121 1.09755
1 122 1.09755
1 123 1.08466
1 124 1.07843
1 125 1.07261
1 126 1.06966
1 127 1.09137
1 128 1.09137
1 129 1.09137
1 130 1.09137
1 131 1.09137
1 132 1.08075
1 133 1.07552
1 134 1.07053
1 135 1.06798
1 136 1.0845
1 137 1.0845
1 138 1.0845
1 139 1.0845
1 140 1.0845
1 141 1.07609
1 142 1.07187
1 143 1.06783
1 144 1.06578
2 1 1.30471
2 2 1.30471
2 3 1.30471
2 4 1.30471
2 5 1.30471
2 6 1.1171
2 7 1.09748
2 8 1.08374
2 9 1.07721
2 10 1.14612
2 11 1.14612
2 12 1.14612
2 13 1.14612
2 14 1.14612
2 15 1.10114
2 16 1.09442
2 17 1.08427
2 18 1.07674
2 19 1.11742
2 20 1.11742
2 21 1.11742
2 22 1.11742
2 23 1.11742
2 24 1.09723
2 25 1.09252
2 26 1.08227
2 27 1.07477
2 28 1.1002
2 29 1.1002
2 30 1.1002
2 31 1.1002
2 32 1.1002
2 33 1.08854
2 34 1.08234
2 35 1.07505
2 36 1.07106
2 37 1.14776
2 38 1.14776
2 39 1.14776
2 40 1.14776
2 41 1.14776
2 42 1.10757
2 43 1.09337
2 44 1.08192
2 45 1.07638
2 46 1.12894
2 47 1.12894
2 48 1.12894
2 49 1.12894
2 50 1.12894
2 51 1.09983
2 52 1.09075
2 53 1.08124
2 54 1.07544
2 55 1.11119
2 56 1.11119
2 57 1.11119
2 58 1.11119
2 59 1.11119
2 60 1.09386
2 61 1.08762
2 62 1.07865
2 63 1.0734
2 64 1.09726
2 65 1.09726
2 66 1.09726
2 67 1.09726
2 68 1.09726
2 69 1.08555
2 70 1.07976
2 71 1.07362
2 72 1.07035
2 73 1.11941
2 74 1.11941
2 75 1.11941
2 76 1.11941
2 77 1.11941
2 78 1.09695
2 79 1.08706
2 80 1.07836
2 81 1.07407
2 82 1.11165
2 83 1.11165
2 84 1.11165
2 85 1.11165
2 86 1.11165
2 87 1.09292
2 88 1.08479
2 89 1.077
2 90 1.07294
2 91 1.10143
2 92 1.10143
2 93 1.10143
2 94 1.10143
2 95 1.10143
2 96 1.08752
2 97 1.08117
2 98 1.07454
2 99 1.07105
2 100 1.09148
2 101 1.09148
2 102 1.09148
2 103 1.09148
2 104 1.09148
2 105 1.08121
2 106 1.07609
2 107 1.07106
2 108 1.06846
2 109 1.10177
2 110 1.10177
2 111 1.10177
2 112 1.10177
2 113 1.10177
2 114 1.0873
2 115 1.08036
2 116 1.074
2 117 1.07082
2 118 1.09755
2 119 1.09755
2 120 1.09755
2 121 1.09755
2 122 1.09755
2 123 1.08466
2 124 1.07843
2 125 1.07261
2 126 1.06966
2 127 1.09137
2 128 1.09137
2 129 1.09137
2 130 1.09137
2 131 1.09137
2 132 1.08075
2 133 1.07552
2 134 1.07053
2 135 1.06798
2 136 1.0845
2 137 1.0845
2 138 1.0845
2 139 1.0845
2 140 1.0845
2 141 1.07609
2 142 1.07187
2 143 1.06783
2 144 1.06578
3 1 1.30471
3 2 1.30471
3 3 1.30471
3 4 1.30471
3 5 1.30471
3 6 1.1171
3 7 1.09748
3 8 1.08374
3 9 1.07721
3 10 1.14612
3 11 1.14612
3 12 1.14612
3 13 1.14612
3 14 1.14612
3 15 1.10114
3 16 1.09442
3 17 1.08427
3 18 1.07674
3 19 1.11742
3 20 1.11742
3 21 1.11742
3 22 1.11742
3 23 1.11742
3 24 1.09723
3 25 1.09252
3 26 1.08227
3 27 1.07477
3 28 1.1002
3 29 1.1002
3 30 1.1002
3 31 1.1002
3 32 1.1002
3 33 1.08854
3 34 1.08234
3 35 1.07505
3 36 1.07106
3 37 1.14776
3 38 1.14776
3 39 1.14776
3 40 1.14776
3 41 1.14776
3 42 1.10757
3 43 1.09337
3 44 1.08192
3 45 1.07638
3 46 1.12894
3 47 1.12894
3 48 1.12894
3 49 1.12894
3 50 1.12894
3 51 1.09983
3 52 1.09075
3 53 1.08124
3 54 1.07544
3 55 1.11119
3 56 1.11119
3 57 1.11119
3 58 1.11119
3 59 1.11119
3 60 1.09386
3 61 1.08762
3 62 1.07865
3 63 1.0734
3 64 1.09726
3 65 1.09726
3 66 1.09726
3 67 1.09726
3 68 1.09726
3 69 1.08555
3 70 1.07976
3 71 1.07362
3 72 1.07035
3 73 1.11941
3 74 1.11941
3 75 1.11941
3 76 1.11941
3 77 1.11941
3 78 1.09695
3 79 1.08706
3 80 1.07836
3 81 1.07407
3 82 1.11165
3 83 1.11165
3 84 1.11165
3 85 1.11165
3 86 1.11165
3 87 1.09292
3 88 1.08479
3 89 1.077
3 90 1.07294
3 91 1.10143
3 92 1.10143
3 93 1.10143
3 94 1.10143
3 95 1.10143
