x y z c
-18.5 -29 -19 8.70937e-157
-17.5 -29 -19 -2.19942e-153
-16.5 -29 -19 -5.94543e-149
-15.5 -29 -19 4.34837e-145
-14.5 -29 -19 -3.35624e-138
-13.5 -29 -19 -1.06789e-130
-12.5 -29 -19 -2.07285e-123
-11.75 -29 -19 1.26102e-117
-11.25 -29 -19 -1.58327e-111
-10.75 -29 -19 -3.68128e-106
-10.25 -29 -19 -1.53294e-101
-9.75 -29 -19 1.33514e-95
-9.25 -29 -19 2.47194e-93
-8.75 -29 -19 -3.43335e-88
-8.25 -29 -19 2.21178e-86
-7.75 -29 -19 2.59441e-85
-7.25 -29 -19 1.77829e-83
-6.75 -29 -19 -3.37332e-82
-6.25 -29 -19 -1.06707e-81
-5.75 -29 -19 4.16948e-83
-5.25 -29 -19 -1.86404e-84
-4.75 -29 -19 -5.13677e-86
-4.25 -29 -19 -1.00816e-87
-3.75 -29 -19 1.05654e-90
-3.25 -29 -19 -2.3625e-93
-2.75 -29 -19 -2.00353e-95
-2.25 -29 -19 -6.0014e-99
-1.75 -29 -19 3.92815e-102
-1.25 -29 -19 -1.8241e-105
-0.75 -29 -19 1.2776e-107
-0.25 -29 -19 -1.77945e-110
0.25 -29 -19 -2.99184e-114
0.75 -29 -19 9.26375e-117
1.25 -29 -19 -2.46485e-118
1.75 -29 -19 -6.50964e-122
2.25 -29 -19 -1.25105e-123
2.75 -29 -19 -1.08493e-124
3.25 -29 -19 -1.81486e-126
3.75 -29 -19 -4.97287e-130
4.25 -29 -19 -7.01089e-133
4.75 -29 -19 -1.29144e-137
5.25 -29 -19 -7.25257e-140
5.75 -29 -19 5.43721e-144
6.25 -29 -19 -4.45777e-147
6.75 -29 -19 1.29019e-151
7.25 -29 -19 -1.27686e-153
7.75 -29 -19 2.51258e-159
8.25 -29 -19 2.94286e-160
8.75 -29 -19 -8.36755e-163
9.25 -29 -19 1.04194e-166
9.75 -29 -19 1.33513e-169
10.25 -29 -19 5.74421e-173
10.75 -29 -19 2.23935e-177
11.25 -29 -19 2.3203e-181
11.75 -29 -19 -5.43796e-184
12.5 -29 -19 -1.37327e-188
13.5 -29 -19 1.11526e-192
14.5 -29 -19 -3.03526e-196
15.5 -29 -19 -8.55305e-201
16.5 -29 -19 -1.00249e-204
17.5 -29 -19 -1.17416e-208
18.5 -29 -19 -2.15363e-210
19.5 -29 -19 -1.71965e-213
20.5 -29 -19 -1.84737e-216
21.5 -29 -19 -1.76985e-223
22.5 -29 -19 -1.43684e-225
23.5 -29 -19 -7.2774e-230
24.5 -29 -19 -3.06233e-231
25.5 -29 -19 -7.30195e-234
26.5 -29 -19 -3.73593e-238
27.5 -29 -19 -6.7129e-242
28.5 -29 -19 -6.26134e-246
29.5 -29 -19 7.16087e-249
31 -29 -19 -5.73387e-253
33 -29 -19 7.49223e-259
36 -29 -19 -5.85848e-263
40 -29 -19 -7.24744e-268
44 -29 -19 -5.49528e-272
48 -29 -19 -5.54306e-276
-48 -25 -19 1.02649e-270
-44 -25 -19 3.6401e-262
-40 -25 -19 5.88342e-255
-36 -25 -19 -1.00877e-246
-33 -25 -19 -5.9103e-239
-31 -25 -19 -5.54463e-233
-29.5 -25 -19 -3.10844e-226
-28.5 -25 -19 -4.88682e-219
-27.5 -25 -19 -7.48306e-214
-26.5 -25 -19 -3.81875e-207
-25.5 -25 -19 -2.54197e-201
-24.5 -25 -19 2.8575e-195
-23.5 -25 -19 2.09529e-188
-22.5 -25 -19 -3.48927e-182
-21.5 -25 -19 1.31026e-174
-20.5 -25 -19 -1.38701e-169
-19.5 -25 -19 -1.34778e-162
-18.5 -25 -19 -1.6308e-156
-17.5 -25 -19 2.56594e-152
-16.5 -25 -19 8.17305e-145
-15.5 -25 -19 1.18995e-138
-14.5 -25 -19 -2.04356e-135
-13.5 -25 -19 7.82369e-128
-12.5 -25 -19 2.09089e-121
-11.75 -25 -19 4.49685e-115
-11.25 -25 -19 1.91351e-108
-10.75 -25 -19 1.56562e-102
-10.25 -25 -19 2.34164e-97
-9.75 -25 -19 -1.53788e-93
-9.25 -25 -19 8.32335e-89
-8.75 -25 -19 3.44216e-85
-8.25 -25 -19 1.01425e-80
-7.75 -25 -19 -8.8999e-78
-7.25 -25 -19 -4.01948e-76
-6.75 -25 -19 -3.29442e-75
-6.25 -25 -19 -4.49009e-80
-5.75 -25 -19 -3.71016e-81
-5.25 -25 -19 -1.19928e-80
-4.75 -25 -19 2.89311e-80
-4.25 -25 -19 1.83889e-83
-3.75 -25 -19 1.66879e-87
-3.25 -25 -19 8.26153e-89
-2.75 -25 -19 4.56291e-91
-2.25 -25 -19 2.01119e-94
-1.75 -25 -19 3.69055e-97
-1.25 -25 -19 1.27895e-101
-0.75 -25 -19 -1.29847e-102
-0.25 -25 -19 1.2708e-106
0.25 -25 -19 9.31637e-109
0.75 -25 -19 -1.04035e-111
1.25 -25 -19 2.09909e-112
1.75 -25 -19 8.06958e-115
2.25 -25 -19 -8.54386e-118
2.75 -25 -19 6.0594e-118
3.25 -25 -19 1.4554e-121
3.75 -25 -19 -1.18581e-124
4.25 -25 -19 -7.76926e-129
4.75 -25 -19 -1.55766e-133
5.25 -25 -19 -1.62362e-135
5.75 -25 -19 1.32665e-138
6.25 -25 -19 -1.56669e-142
6.75 -25 -19 1.77555e-145
7.25 -25 -19 -5.31776e-149
7.75 -25 -19 1.04449e-152
8.25 -25 -19 -5.38483e-157
8.75 -25 -19 5.91159e-161
9.25 -25 -19 1.072e-164
9.75 -25 -19 5.64805e-169
10.25 -25 -19 -1.15637e-172
10.75 -25 -19 5.85923e-176
11.25 -25 -19 1.32236e-179
11.75 -25 -19 -3.9443e-183
12.5 -25 -19 3.72433e-187
13.5 -25 -19 -1.22718e-190
14.5 -25 -19 -7.00706e-195
15.5 -25 -19 -1.67275e-197
16.5 -25 -19 -1.22471e-200
17.5 -25 -19 -5.25275e-201
18.5 -25 -19 -2.52947e-204
19.5 -25 -19 -5.5833e-208
20.5 -25 -19 3.25059e-213
21.5 -25 -19 5.60617e-216
22.5 -25 -19 -8.4258e-221
23.5 -25 -19 1.27702e-224
24.5 -25 -19 5.18434e-227
25.5 -25 -19 -3.8832e-229
26.5 -25 -19 -2.59973e-233
27.5 -25 -19 1.35622e-237
28.5 -25 -19 4.56389e-243
29.5 -25 -19 2.96151e-245
31 -25 -19 1.75305e-249
33 -25 -19 -2.85259e-254
36 -25 -19 1.47451e-260
40 -25 -19 8.98394e-266
44 -25 -19 -9.45601e-268
48 -25 -19 3.52131e-272
-48 -21 -19 -6.08359e-270
-44 -21 -19 5.94117e-262
-40 -21 -19 -4.32214e-253
-36 -21 -19 -1.93936e-245
-33 -21 -19 5.35366e-240
-31 -21 -19 -1.56744e-232
-29.5 -21 -19 -4.0768e-224
-28.5 -21 -19 -3.69271e-219
-27.5 -21 -19 8.77824e-213
-26.5 -21 -19 -3.30222e-209
-25.5 -21 -19 -3.38793e-201
-24.5 -21 -19 1.78172e-194
-23.5 -21 -19 -1.03251e-187
-22.5 -21 -19 -8.88032e-182
-21.5 -21 -19 6.55886e-176
-20.5 -21 -19 1.94251e-169
-19.5 -21 -19 3.92139e-163
-18.5 -21 -19 -1.55351e-157
-17.5 -21 -19 -1.46234e-151
-16.5 -21 -19 -5.33636e-146
-15.5 -21 -19 1.32413e-138
-14.5 -21 -19 1.65507e-132
-13.5 -21 -19 7.13489e-127
-12.5 -21 -19 6.296e-121
-11.75 -21 -19 -5.81019e-113
-11.25 -21 -19 -9.47109e-107
-10.75 -21 -19 2.79045e-102
-10.25 -21 -19 1.04954e-97
-9.75 -21 -19 -2.16594e-92
-9.25 -21 -19 -2.5855e-89
-8.75 -21 -19 -1.11899e-84
-8.25 -21 -19 7.47637e-83
-7.75 -21 -19 -5.40385e-79
-7.25 -21 -19 -2.15743e-75
-6.75 -21 -19 -4.80694e-75
-6.25 -21 -19 7.85509e-80
-5.75 -21 -19 -9.34734e-80
-5.25 -21 -19 1.39873e-78
-4.75 -21 -19 -2.79542e-79
-4.25 -21 -19 5.86435e-82
-3.75 -21 -19 9.86893e-87
-3.25 -21 -19 1.6943e-89
-2.75 -21 -19 1.98903e-93
-2.25 -21 -19 -5.34317e-96
-1.75 -21 -19 -2.32851e-97
-1.25 -21 -19 9.03268e-98
-0.75 -21 -19 6.41133e-101
-0.25 -21 -19 -1.41601e-103
0.25 -21 -19 -1.26822e-107
0.75 -21 -19 -4.88432e-112
1.25 -21 -19 -9.87616e-116
1.75 -21 -19 -1.94985e-115
2.25 -21 -19 -1.8411e-115
2.75 -21 -19 5.91719e-118
3.25 -21 -19 -5.27245e-121
3.75 -21 -19 -7.4693e-125
4.25 -21 -19 -9.81271e-128
4.75 -21 -19 4.56316e-131
5.25 -21 -19 -3.63055e-135
5.75 -21 -19 1.222e-137
6.25 -21 -19 -6.96199e-141
6.75 -21 -19 3.16676e-145
7.25 -21 -19 1.89374e-148
7.75 -21 -19 7.88454e-153
8.25 -21 -19 -1.76383e-157
8.75 -21 -19 -4.91205e-160
9.25 -21 -19 1.97414e-164
9.75 -21 -19 5.63936e-168
10.25 -21 -19 1.53971e-173
10.75 -21 -19 -2.98524e-175
11.25 -21 -19 -1.41177e-178
11.75 -21 -19 6.7759e-182
12.5 -21 -19 -1.77955e-186
13.5 -21 -19 -1.46808e-187
14.5 -21 -19 -7.3131e-190
15.5 -21 -19 -4.75338e-193
16.5 -21 -19 2.57242e-196
17.5 -21 -19 -8.96931e-201
18.5 -21 -19 8.65712e-204
19.5 -21 -19 -6.27924e-208
20.5 -21 -19 -7.61642e-212
21.5 -21 -19 -1.06505e-214
22.5 -21 -19 2.07329e-215
23.5 -21 -19 6.10118e-218
24.5 -21 -19 -1.403e-221
25.5 -21 -19 -2.46997e-225
26.5 -21 -19 -5.17713e-229
27.5 -21 -19 -1.79814e-233
28.5 -21 -19 3.36697e-238
29.5 -21 -19 -8.04576e-244
31 -21 -19 5.50296e-248
33 -21 -19 -6.06903e-253
36 -21 -19 -4.99005e-258
40 -21 -19 7.1456e-263
44 -21 -19 1.07198e-268
48 -21 -19 3.53108e-274
-48 -18 -19 2.79957e-265
-44 -18 -19 5.39936e-257
-40 -18 -19 1.56101e-249
-36 -18 -19 -3.82726e-240
-33 -18 -19 6.0919e-232
-31 -18 -19 8.79982e-226
-29.5 -18 -19 -3.10199e-219
-28.5 -18 -19 -4.60076e-213
-27.5 -18 -19 -4.9952e-208
-26.5 -18 -19 -4.63119e-203
-25.5 -18 -19 1.91671e-196
-24.5 -18 -19 -4.45878e-189
-23.5 -18 -19 7.80046e-182
-22.5 -18 -19 2.83941e-175
-21.5 -18 -19 -3.24107e-168
-20.5 -18 -19 1.56321e-163
-19.5 -18 -19 1.19039e-158
-18.5 -18 -19 5.95032e-150
-17.5 -18 -19 -5.52475e-147
-16.5 -18 -19 -1.5138e-140
-15.5 -18 -19 -2.27622e-135
-14.5 -18 -19 -1.74006e-127
-13.5 -18 -19 7.04076e-121
-12.5 -18 -19 3.56333e-113
-11.75 -18 -19 -6.44517e-107
-11.25 -18 -19 -1.31776e-102
-10.75 -18 -19 1.14321e-96
-10.25 -18 -19 -2.61532e-93
-9.75 -18 -19 -1.50211e-88
-9.25 -18 -19 -1.23681e-83
-8.75 -18 -19 -1.01997e-79
-8.25 -18 -19 7.16126e-77
-7.75 -18 -19 7.51803e-74
-7.25 -18 -19 -4.70345e-74
-6.75 -18 -19 -4.99266e-70
-6.25 -18 -19 -2.95461e-73
-5.75 -18 -19 -3.47411e-75
-5.25 -18 -19 1.0783e-76
-4.75 -18 -19 -2.32823e-77
-4.25 -18 -19 5.12399e-81
-3.75 -18 -19 1.15561e-84
-3.25 -18 -19 1.11656e-87
-2.75 -18 -19 -9.1603e-90
-2.25 -18 -19 -2.90692e-92
-1.75 -18 -19 4.16892e-94
-1.25 -18 -19 6.87299e-97
-0.75 -18 -19 6.50943e-100
-0.25 -18 -19 6.08215e-104
0.25 -18 -19 9.14142e-106
0.75 -18 -19 1.02347e-107
1.25 -18 -19 2.88344e-109
1.75 -18 -19 1.97994e-111
2.25 -18 -19 8.53785e-114
2.75 -18 -19 -1.08671e-116
3.25 -18 -19 -4.29865e-120
3.75 -18 -19 3.41764e-124
4.25 -18 -19 4.58219e-128
4.75 -18 -19 -1.7788e-130
5.25 -18 -19 -7.21426e-133
5.75 -18 -19 -2.35585e-136
6.25 -18 -19 4.75793e-140
6.75 -18 -19 2.73769e-142
7.25 -18 -19 3.39077e-146
7.75 -18 -19 -3.33569e-149
8.25 -18 -19 -9.4236e-155
8.75 -18 -19 5.9407e-156
9.25 -18 -19 6.76407e-158
9.75 -18 -19 2.30965e-161
10.25 -18 -19 -4.65268e-164
10.75 -18 -19 -5.09982e-169
11.25 -18 -19 -1.74328e-172
11.75 -18 -19 9.7188e-178
12.5 -18 -19 -3.70831e-180
13.5 -18 -19 1.45673e-183
14.5 -18 -19 1.28512e-187
15.5 -18 -19 -3.21907e-190
16.5 -18 -19 2.47264e-193
17.5 -18 -19 1.18811e-197
18.5 -18 -19 -2.02616e-201
19.5 -18 -19 4.62307e-206
20.5 -18 -19 -2.76382e-206
21.5 -18 -19 -6.79557e-207
22.5 -18 -19 5.25601e-209
23.5 -18 -19 3.00176e-212
24.5 -18 -19 3.83837e-217
25.5 -18 -19 -4.25216e-222
26.5 -18 -19 4.56586e-227
27.5 -18 -19 3.60125e-231
28.5 -18 -19 9.0536e-236
29.5 -18 -19 2.20763e-240
31 -18 -19 5.82827e-245
33 -18 -19 2.33883e-249
36 -18 -19 6.60963e-254
40 -18 -19 1.196e-259
44 -18 -19 -2.30571e-263
48 -18 -19 -3.76245e-266
-48 -16 -19 -3.94739e-265
-44 -16 -19 -3.37992e-257
-40 -16 -19 -3.3811e-248
-36 -16 -19 3.5063e-240
-33 -16 -19 -6.718e-232
-31 -16 -19 -7.34261e-225
-29.5 -16 -19 -8.02399e-219
-28.5 -16 -19 -1.86217e-213
-27.5 -16 -19 3.13046e-207
-26.5 -16 -19 -7.33446e-203
-25.5 -16 -19 8.43918e-196
-24.5 -16 -19 -2.28064e-189
-23.5 -16 -19 -3.37675e-182
-22.5 -16 -19 -2.68859e-175
-21.5 -16 -19 -1.84493e-169
-20.5 -16 -19 4.5062e-163
-19.5 -16 -19 1.89183e-157
-18.5 -16 -19 -2.30553e-152
-17.5 -16 -19 1.06973e-147
-16.5 -16 -19 7.60476e-141
-15.5 -16 -19 8.87346e-135
-14.5 -16 -19 -5.02985e-128
-13.5 -16 -19 -1.50589e-120
-12.5 -16 -19 -1.90684e-113
-11.75 -16 -19 4.97641e-107
-11.25 -16 -19 -3.84153e-101
-10.75 -16 -19 -5.10283e-95
-10.25 -16 -19 9.25582e-90
-9.75 -16 -19 -1.83979e-84
-9.25 -16 -19 2.00499e-81
-8.75 -16 -19 -1.50676e-79
-8.25 -16 -19 1.74214e-78
-7.75 -16 -19 -1.24463e-73
-7.25 -16 -19 5.85257e-70
-6.75 -16 -19 -1.01989e-70
-6.25 -16 -19 7.05868e-73
-5.75 -16 -19 -3.24513e-75
-5.25 -16 -19 2.36812e-76
-4.75 -16 -19 1.00318e-76
-4.25 -16 -19 -1.48688e-79
-3.75 -16 -19 -2.17527e-82
-3.25 -16 -19 -2.32258e-84
-2.75 -16 -19 -2.81947e-87
-2.25 -16 -19 -1.06427e-90
-1.75 -16 -19 5.14818e-95
-1.25 -16 -19 -9.19757e-98
-0.75 -16 -19 5.45558e-101
-0.25 -16 -19 -9.43132e-104
0.25 -16 -19 2.04035e-106
0.75 -16 -19 -1.08034e-107
1.25 -16 -19 1.12566e-110
1.75 -16 -19 -2.5318e-113
2.25 -16 -19 6.70936e-114
2.75 -16 -19 7.9181e-117
3.25 -16 -19 -1.79103e-120
3.75 -16 -19 -1.03601e-124
4.25 -16 -19 -4.01038e-128
4.75 -16 -19 9.09394e-132
5.25 -16 -19 -3.69682e-136
5.75 -16 -19 -4.58653e-137
6.25 -16 -19 -5.24361e-140
6.75 -16 -19 -8.46619e-142
7.25 -16 -19 -5.34567e-145
7.75 -16 -19 2.37118e-147
8.25 -16 -19 8.16828e-151
8.75 -16 -19 1.49438e-154
9.25 -16 -19 -5.19754e-158
9.75 -16 -19 4.83974e-163
10.25 -16 -19 -7.90787e-165
10.75 -16 -19 -5.78402e-169
11.25 -16 -19 -6.92066e-173
11.75 -16 -19 7.24832e-175
12.5 -16 -19 7.03716e-177
13.5 -16 -19 1.1689e-180
14.5 -16 -19 -3.12502e-182
15.5 -16 -19 -1.63567e-185
16.5 -16 -19 3.48629e-188
17.5 -16 -19 8.489e-193
18.5 -16 -19 -1.27997e-197
19.5 -16 -19 -9.14164e-198
20.5 -16 -19 3.03581e-199
21.5 -16 -19 1.37337e-200
22.5 -16 -19 -1.45597e-204
23.5 -16 -19 -1.07054e-208
24.5 -16 -19 -2.23195e-213
25.5 -16 -19 -3.00464e-218
26.5 -16 -19 1.48e-222
27.5 -16 -19 -4.19441e-227
28.5 -16 -19 3.81142e-232
29.5 -16 -19 -1.94181e-235
31 -16 -19 -8.64496e-240
33 -16 -19 1.82351e-244
36 -16 -19 6.50404e-250
40 -16 -19 -2.2676e-254
44 -16 -19 1.28127e-257
48 -16 -19 8.60606e-261
-48 -14.5 -19 1.28353e-260
-44 -14.5 -19 9.75582e-252
-40 -14.5 -19 -8.6023e-244
-36 -14.5 -19 -1.28576e-235
-33 -14.5 -19 -2.62544e-227
-31 -14.5 -19 5.24039e-223
-29.5 -14.5 -19 -2.51215e-219
-28.5 -14.5 -19 -1.13492e-213
-27.5 -14.5 -19 -2.38268e-207
-26.5 -14.5 -19 -1.9512e-201
-25.5 -14.5 -19 -1.28423e-195
-24.5 -14.5 -19 4.89469e-190
-23.5 -14.5 -19 2.53497e-182
-22.5 -14.5 -19 6.241e-176
-21.5 -14.5 -19 1.14599e-168
-20.5 -14.5 -19 -1.58168e-161
-19.5 -14.5 -19 -6.30408e-154
-18.5 -14.5 -19 -1.07664e-146
-17.5 -14.5 -19 6.94108e-142
-16.5 -14.5 -19 6.08656e-136
-15.5 -14.5 -19 -7.18955e-130
-14.5 -14.5 -19 -4.26052e-125
-13.5 -14.5 -19 -5.37764e-116
-12.5 -14.5 -19 -3.24439e-108
-11.75 -14.5 -19 1.98069e-104
-11.25 -14.5 -19 -5.23671e-99
-10.75 -14.5 -19 6.42448e-92
-10.25 -14.5 -19 -1.12537e-85
-9.75 -14.5 -19 8.75205e-80
-9.25 -14.5 -19 -6.82984e-76
-8.75 -14.5 -19 9.93284e-76
-8.25 -14.5 -19 -1.14415e-73
-7.75 -14.5 -19 -3.81341e-69
-7.25 -14.5 -19 -7.78745e-66
-6.75 -14.5 -19 6.62459e-65
-6.25 -14.5 -19 2.17435e-68
-5.75 -14.5 -19 1.31565e-71
-5.25 -14.5 -19 3.39293e-72
-4.75 -14.5 -19 1.64289e-71
-4.25 -14.5 -19 4.38088e-74
-3.75 -14.5 -19 -4.7412e-77
-3.25 -14.5 -19 2.29575e-80
-2.75 -14.5 -19 7.97122e-83
-2.25 -14.5 -19 -8.71033e-87
-1.75 -14.5 -19 -5.37749e-92
-1.25 -14.5 -19 -1.55483e-94
-0.75 -14.5 -19 -5.81754e-97
-0.25 -14.5 -19 1.47064e-99
0.25 -14.5 -19 5.10797e-103
0.75 -14.5 -19 -1.40925e-106
1.25 -14.5 -19 -7.65534e-106
1.75 -14.5 -19 5.32364e-108
2.25 -14.5 -19 4.65155e-109
2.75 -14.5 -19 -3.17882e-113
3.25 -14.5 -19 4.34848e-116
3.75 -14.5 -19 -8.93294e-120
4.25 -14.5 -19 -3.50257e-124
4.75 -14.5 -19 -1.98134e-128
5.25 -14.5 -19 2.31018e-129
5.75 -14.5 -19 -2.94161e-133
6.25 -14.5 -19 8.33813e-135
6.75 -14.5 -19 -2.99451e-137
7.25 -14.5 -19 3.95299e-140
7.75 -14.5 -19 2.73103e-141
8.25 -14.5 -19 -5.60737e-145
8.75 -14.5 -19 4.99806e-148
9.25 -14.5 -19 -3.12784e-151
9.75 -14.5 -19 -7.73464e-155
10.25 -14.5 -19 -1.42464e-158
10.75 -14.5 -19 -6.43045e-162
11.25 -14.5 -19 -1.13806e-164
11.75 -14.5 -19 -8.43203e-168
12.5 -14.5 -19 -6.08137e-172
13.5 -14.5 -19 5.48247e-175
14.5 -14.5 -19 5.45967e-179
15.5 -14.5 -19 -9.77829e-183
16.5 -14.5 -19 -1.81379e-185
17.5 -14.5 -19 1.66343e-189
18.5 -14.5 -19 2.2575e-189
19.5 -14.5 -19 4.73224e-191
20.5 -14.5 -19 -2.54154e-196
21.5 -14.5 -19 -3.41948e-201
22.5 -14.5 -19 -4.28659e-206
23.5 -14.5 -19 4.40343e-206
24.5 -14.5 -19 8.57401e-210
25.5 -14.5 -19 -1.76496e-214
26.5 -14.5 -19 1.0576e-218
27.5 -14.5 -19 5.29037e-223
28.5 -14.5 -19 -9.81172e-228
29.5 -14.5 -19 -4.32117e-231
31 -14.5 -19 -1.54303e-235
33 -14.5 -19 1.94538e-242
36 -14.5 -19 -1.36223e-246
40 -14.5 -19 -1.66007e-251
44 -14.5 -19 1.71896e-254
48 -14.5 -19 -2.73526e-257
-48 -13.5 -19 -4.51034e-260
-44 -13.5 -19 -1.20623e-251
-40 -13.5 -19 1.11064e-243
-36 -13.5 -19 -8.16426e-237
-33 -13.5 -19 -4.28078e-229
-31 -13.5 -19 -5.43034e-223
-29.5 -13.5 -19 7.594e-219
-28.5 -13.5 -19 -1.66834e-213
-27.5 -13.5 -19 1.18005e-207
-26.5 -13.5 -19 -6.93578e-202
-25.5 -13.5 -19 1.45616e-195
-24.5 -13.5 -19 -1.37012e-187
-23.5 -13.5 -19 -3.22581e-182
-22.5 -13.5 -19 3.37185e-175
-21.5 -13.5 -19 -4.22966e-168
-20.5 -13.5 -19 2.48841e-161
-19.5 -13.5 -19 8.51045e-155
-18.5 -13.5 -19 3.96053e-146
-17.5 -13.5 -19 5.78826e-141
-16.5 -13.5 -19 4.18772e-136
-15.5 -13.5 -19 1.50102e-130
-14.5 -13.5 -19 1.47121e-122
-13.5 -13.5 -19 -4.49321e-115
-12.5 -13.5 -19 -7.65855e-108
-11.75 -13.5 -19 -3.64484e-104
-11.25 -13.5 -19 -4.37213e-97
-10.75 -13.5 -19 -1.4099e-92
-10.25 -13.5 -19 2.55364e-87
-9.75 -13.5 -19 6.65485e-82
-9.25 -13.5 -19 5.36643e-77
-8.75 -13.5 -19 1.27827e-71
-8.25 -13.5 -19 1.06857e-71
-7.75 -13.5 -19 2.06004e-68
-7.25 -13.5 -19 4.49281e-65
-6.75 -13.5 -19 6.68798e-65
-6.25 -13.5 -19 2.43225e-68
-5.75 -13.5 -19 -7.85023e-73
-5.25 -13.5 -19 -1.45352e-72
-4.75 -13.5 -19 2.89439e-72
-4.25 -13.5 -19 -6.86779e-75
-3.75 -13.5 -19 1.96936e-78
-3.25 -13.5 -19 -4.82249e-81
-2.75 -13.5 -19 1.81626e-84
-2.25 -13.5 -19 9.32728e-89
-1.75 -13.5 -19 4.60109e-94
-1.25 -13.5 -19 -5.77856e-95
-0.75 -13.5 -19 -3.315e-98
-0.25 -13.5 -19 -1.03238e-100
0.25 -13.5 -19 6.5204e-101
0.75 -13.5 -19 5.33861e-103
1.25 -13.5 -19 -1.03976e-105
1.75 -13.5 -19 1.7638e-108
2.25 -13.5 -19 3.86475e-112
2.75 -13.5 -19 -1.03355e-115
3.25 -13.5 -19 5.90444e-119
