injected_el measured_el potential
1 1 -12012
1 2 -12012
1 3 -3042.93
1 4 -3042.93
2 1 -12012
2 2 -12012
2 3 -3042.93
2 4 -3042.93
3 1 -3045.19
3 2 -3045.19
3 3 -13292
3 4 -13292
4 1 -3045.19
4 2 -3045.19
4 3 -13292
4 4 -13292
